epoch,acc,loss,val_acc,val_loss
0,0.10919337793423618,6.189491026079877,0.2849594916559181,6.14861715709126
1,0.20605847119560708,6.1198562482327965,0.12574850271058025,6.021111331132148
2,0.05706234607621161,5.8865745051640275,0.011271574498062698,5.644322347624195
3,0.015146178321656352,5.613800874853185,0.01514617823177175,5.486700484600652
4,0.032053540068094306,5.465078629167536,0.02465656921451215,5.369989790350419
5,0.048256428679369336,5.349636145400598,0.10743219452257642,5.24815121567052
6,0.11130679815787167,5.227223485823709,0.13702007775713584,5.120936425314188
7,0.14371257502350768,5.085053685602482,0.18703769004630472,4.953317995430845
8,0.1666079607174488,4.8985322510200975,0.20324057801985834,4.724603987697482
9,0.19337795032880473,4.653924963347464,0.2455089820149332,4.45019625744042
10,0.22402254267136115,4.36271165550154,0.22719267391747008,4.140946318877336
11,0.21098978447427041,4.064882962793563,0.24304332445838495,3.838764906769363
12,0.21380767901731487,3.772351389411639,0.25537161043556106,3.5657547634644757
13,0.2328284604316784,3.519263674818995,0.30045790796592314,3.3367729702647533
14,0.2726312080564193,3.296802975418451,0.31384290359565264,3.1244484511594113
15,0.28566396542945854,3.112558232851959,0.3603381476653382,2.950891692019466
16,0.3346248679742212,2.9426071868055343,0.3955618182447184,2.798459771990398
17,0.3599859091252162,2.7945487968684,0.4286720685112346,2.6463420874806265
18,0.4085945754288031,2.647053500471421,0.4536808733265767,2.520771849781075
19,0.4205706233329948,2.5526651609695556,0.48608665138367574,2.388997608610088
20,0.4572032423622384,2.403783169629163,0.514617824510354,2.270762524834902
21,0.4727016563837946,2.29138232327213,0.5103909816906543,2.173901803479223
22,0.4924269095614327,2.1874113034177474,0.5575907014549177,2.0398682417605873
23,0.5283550558353907,2.056974349033669,0.5811905608331708,1.9382189852790792
24,0.5508982013463554,1.9667098516307695,0.6104262074604552,1.851615021076787
25,0.562874254100379,1.891644059079094,0.6107784408673135,1.763988122128819
26,0.5952800270242143,1.7787869115579544,0.6273335702992863,1.6608325194707845
27,0.6069038399679219,1.6977346931053072,0.6456498758353663,1.6141288174252646
28,0.6220500192074508,1.6286320399549403,0.6660796056208622,1.5286971132450433
29,0.6357872468688699,1.5708143701432413,0.6882705202863518,1.4721440614298558
30,0.6572736850209788,1.5015293351778392,0.7002465643484688,1.406578717831366
31,0.6734765748315901,1.4336264113718122,0.6893272249998447,1.3838991972290744
32,0.6706586807451856,1.3948329328524893,0.7157449795562392,1.2928420555511801
33,0.6974286707239531,1.3338936487525732,0.6939063039662428,1.296095629694093
34,0.6886227569894162,1.2989685455650122,0.7298344479517519,1.2070980217726393
35,0.7139837973216084,1.233931108863054,0.7389926002159132,1.165176088602537
36,0.7101091951415253,1.2050054375241028,0.7534343073300049,1.114238009103464
37,0.724550898140608,1.1463320721367287,0.7590700925635216,1.081221936117725
38,0.7361747086069121,1.1287663051804089,0.7629446975779223,1.042807924827248
39,0.7502641752598445,1.070253206206359,0.7682282471161319,1.007732751798613
40,0.7492074681739229,1.0458282605154743,0.7583656211729073,1.0250462935650253
41,0.747094045394153,1.0224678340450313,0.7805565340118368,0.9389575555233016
42,0.7611835160781145,0.9768097675279145,0.7904191609628186,0.9149722643997015
43,0.7650581200847578,0.9694085556589914,0.7897146895722043,0.9109757449812518
44,0.7703416719114163,0.9267052127761545,0.7964071851878487,0.8686412758875918
45,0.7756252204418687,0.899302440363154,0.7967594208831559,0.8407282475519869
46,0.7749207457550481,0.8724045038181276,0.8034519205298294,0.8050828442980009
47,0.7826699532224662,0.845868862212733,0.8069742885682313,0.7924073782131763
48,0.7897146854571954,0.8269185176740528,0.8027474461159433,0.7759879318791907
49,0.7957027145320574,0.7977775716790014,0.8143712570441362,0.7555080052201452
50,0.7886579776364508,0.7976562978726703,0.8161324433937758,0.7341984626103892
51,0.8045086311009115,0.7601451867480814,0.816484680558729,0.7235966197576855
52,0.7953504778289929,0.7482979497089903,0.8185981000422927,0.6963827157784784
53,0.8030996837427852,0.7259661770908292,0.8256428336416932,0.679854549291731
54,0.8161324435827303,0.7004648458793912,0.8242338862835669,0.6612873969047831
55,0.8083832351075549,0.6900099132757197,0.8252905943772456,0.6507503886002812
56,0.8161324438556645,0.675617095659047,0.8372666415466142,0.6430448535337714
57,0.8182458620585368,0.6689346131618361,0.8281084912979674,0.6396755347078894
58,0.8189503359265544,0.6558774208342286,0.8492426894508058,0.598945991616721
