epoch,acc,loss,val_acc,val_loss
59,0.821063752113912,0.6316771022699886,0.8499471615762432,0.5774076240043399
60,0.8326875668841796,0.6078157385666213,0.8457203244356758,0.5705741183696477
61,0.8217682262548639,0.615043021415732,0.8545262422852216,0.5607239919760229
62,0.8362099346496472,0.5877778733981751,0.8478337413578564,0.5559177012794578
63,0.835857697484694,0.5802805159410233,0.8390278247890022,0.5567771984935437
64,0.8277562543219686,0.5818149113621498,0.8460725588502914,0.5316699195617771
65,0.8340965147041947,0.5553553249895594,0.8517083450915655,0.5355062785073879
66,0.8400845396640478,0.5507982316131363,0.8562874245198523,0.5080857178135294
67,0.8421979545707138,0.536967271018423,0.8615709727773704,0.49798246485408487
68,0.8288129628775363,0.5298754219523447,0.8587530794257889,0.4827327479586378
69,0.8348009875644551,0.5261999830136462,0.8517083483877717,0.4903278571486935
70,0.8372666450317748,0.5109514597017356,0.8626276877363956,0.4826501086590449
71,0.8414934811645849,0.5017642312463046,0.8622754487448824,0.46603267905199014
72,0.8474815086858212,0.4921011608979701,0.8661500527515257,0.4542878590112171
73,0.8432546687109364,0.48552470595200914,0.8633321601347673,0.4464028414893881
74,0.8471292719827567,0.48284789483158386,0.8647411076818482,0.44645252758745324
75,0.8474815099665127,0.47057563782410117,0.867558999017915,0.4354108923356606
76,0.8492426899126946,0.46032323490653754,0.8728425485561246,0.4231532953519475
77,0.8495949268886933,0.45902335797031396,0.8707291296184294,0.4202382904767738
78,0.8555829505678548,0.44703855493321476,0.8675590005715408,0.41773893039341586
79,0.8587530839187069,0.4391709957042182,0.8784783380936048,0.42838342678341157
80,0.8566396614118712,0.44468146796669916,0.8735470219622535,0.40274255391828356
81,0.8608664998331301,0.4300339158759566,0.8781260993750257,0.3906209801296484
82,0.8643888694251579,0.42317055783543883,0.8827051788033126,0.3857059881442783
83,0.8622754507603969,0.418695658371876,0.8791828104919764,0.39837371592330195
84,0.8608665042210734,0.42107672590989387,0.8809439952879903,0.37714535013686273
85,0.8640366327220934,0.4028877517462365,0.8862275435455083,0.3654020939149584
86,0.8622754499415941,0.40295150144371444,0.8781261016634746,0.37715251560612606
87,0.8661500546830605,0.3959665010831187,0.8837618863511228,0.369488133662769
88,0.8682634751743815,0.3941742565985421,0.8897499118568445,0.35633468664670837
89,0.8686157101348656,0.3907473899080284,0.8925678077698089,0.35058629170569283
90,0.8753082085008477,0.37778653633262793,0.8911588594039254,0.3503282269191977
91,0.8738992614156555,0.3757228959757243,0.8911588563806534,0.3409648585609249
92,0.8767171530246567,0.373584234009078,0.8908066232467294,0.33779597940601147
93,0.8746037315255784,0.3694566230553059,0.8851708370054553,0.3469062759637749
94,0.8770693894547869,0.3648923248021105,0.8876364903577662,0.34581184433395906
95,0.8760126786107705,0.3596009155653362,0.8855230691316222,0.3448801836567725
96,0.8802395226166844,0.3587996044201765,0.8858753055617523,0.3314962679124626
97,0.8781261034060549,0.35468764201609676,0.8862275442803313,0.32900581587868366
98,0.8802395210630586,0.34663175858423384,0.897499118043571,0.32295575064015497
99,0.8784783391013621,0.34385169376450214,0.895033459568494,0.31332696991598324
